id	T02	T04	T06	T08	T10	T12	T14	T01	T03	T05	T07	T09	T11	T13
Cx3cr1	30	28	26	24	20	11	17	14	33	25	30	33	35	38
Cxadr	7958	7427	6897	6366	5305	5508	6086	3526	4538	4321	5185	5617	6049	6482
Cxcl1	2102	1961	1821	1681	1401	1193	1694	446	774	886	1063	1152	1240	1329
Cxcl10	152	141	131	121	101	251	188	38	68	40	48	52	56	60
Cxcl11	2	1	1	1	1	25	16	0	0	0	0	0	0	0
Cxcl12	146	136	126	116	97	12	0	35	0	2	2	3	3	3
Cxcl13	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cxcl14	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Cxcl15	0	0	0	0	0	1	0	4	2	2	2	3	3	3
Cxcl16	4958	4627	4297	3966	3305	3226	3830	160	231	166	199	216	232	249
Cxcl17	0	0	0	0	0	0	0	0	1	1	1	1	1	2
Cxcl2	66	62	57	53	44	34	75	4	0	4	5	5	6	6
Cxcl3	1943	1813	1684	1554	1295	1005	831	0	2	0	0	0	0	0
Cxcl5	7139	6663	6187	5711	4759	3699	4295	901	904	863	1036	1122	1208	1295
Cxcl9	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	6	6	5	5	4	4	0	0	0	0	0	0	0	0
Cxcr3	35	32	30	28	23	16	31	29	30	19	23	25	27	29
Cxcr4	0	0	0	0	0	2	2	1	0	1	1	1	1	2
Cxcr5	90	84	78	72	60	51	85	46	86	51	61	66	71	77
Cxcr6	3	3	3	2	2	0	0	0	2	0	0	0	0	0
Cxx1a	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cxx1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxx1c	0	0	0	0	0	0	0	1	0	2	2	3	3	3
Cxxc1	3866	3608	3350	3092	2577	2733	2571	2569	2836	2510	3012	3263	3514	3765
Cxxc4	3	3	3	2	2	1	2	1	0	4	5	5	6	6
Cxxc5	191	178	165	152	127	133	128	648	521	570	684	741	798	855
Cyb561	3905	3644	3384	3124	2603	2819	3382	2400	2724	2239	2687	2911	3135	3359
Cyb561a3	1773	1655	1537	1418	1182	1520	1671	1057	1236	965	1158	1255	1351	1448
Cyb561d1	507	473	439	406	338	431	461	345	439	327	392	425	458	491
Cyb561d2	689	643	597	551	459	549	555	611	437	468	562	608	655	702
Cyb5a	1305	1218	1131	1044	870	927	980	459	507	458	550	595	641	687
Cyb5b	41469	38704	35940	33175	27646	22738	24682	22704	22400	23559	28271	30627	32983	35339
Cyb5d1	621	580	538	497	414	376	335	431	395	409	491	532	573	614
Cyb5d2	399	372	346	319	266	253	233	227	285	243	292	316	340	365
Cyb5r1	5031	4696	4360	4025	3354	4235	7159	3956	4901	4217	5060	5482	5904	6326
Cyb5r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r3	15342	14319	13296	12274	10228	10466	11288	13766	12208	13837	16604	17988	19372	20756
Cyb5r4	3125	2916	2708	2500	2083	1921	1856	1472	1392	1493	1792	1941	2090	2240
Cyb5rl	317	295	274	253	211	226	280	255	240	201	241	261	281	302
Cyba	2514	2346	2179	2011	1676	1992	2287	1559	1674	1496	1795	1945	2094	2244
Cybb	0	0	0	0	0	0	0	1	0	1	1	1	1	2
Cybrd1	12	11	10	10	8	11	11	20	62	21	25	27	29	32
Cyc1	10824	10102	9381	8659	7216	7169	7227	7042	5697	6298	7558	8187	8817	9447
Cycs	9041	8438	7835	7232	6027	4669	4379	4843	3229	4444	5333	5777	6222	6666
Cyct	8	7	7	6	5	0	3	1	0	3	4	4	4	5
Cyfip1	15324	14302	13281	12259	10216	9434	9575	11025	10112	11272	13526	14654	15781	16908
Cyfip2	9	8	8	7	6	0	0	0	2	21	25	27	29	32
Cygb	0	0	0	0	0	0	0	2	0	2	2	3	3	3
Cyhr1	4458	4161	3864	3566	2972	3179	3253	2574	2644	2448	2938	3182	3427	3672
Cylc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cylc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyld	9057	8453	7849	7246	6038	5944	5745	3597	4167	4023	4828	5230	5632	6035
Cym	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11a1	3	3	3	2	2	0	0	0	0	0	0	0	0	0
Cyp11b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp17a1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Cyp19a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1a1	2	1	1	1	1	0	1	1	0	0	0	0	0	0
Cyp1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1b1	1919	1791	1663	1535	1279	1122	1047	6578	7405	5552	6662	7218	7773	8328
Cyp20a1	2421	2260	2098	1937	1614	1821	2056	1338	1615	1305	1566	1697	1827	1958
Cyp21a1	12	11	10	10	8	0	13	0	0	0	0	0	0	0
Cyp24a1	18	17	16	14	12	17	29	110	159	106	127	138	148	159
Cyp26a1	2	1	1	1	1	3	0	0	4	0	0	0	0	0
Cyp26b1	11	10	9	8	7	20	31	20	25	10	12	13	14	15
Cyp26c1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Cyp27a1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cyp27b1	15	14	13	12	10	27	22	15	27	19	23	25	27	29
Cyp2a12	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp2a22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a5	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp2ab1	8	7	7	6	5	1	8	4	1	1	1	1	1	2
Cyp2b10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b19	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp2b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c29	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp2c37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c44	2	1	1	1	1	0	12	4	0	0	0	0	0	0
Cyp2c50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c53-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c55	605	564	524	484	403	456	507	423	582	326	391	424	456	489
Cyp2c65	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d12	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp2d13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d22	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cyp2d26	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d37-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2e1	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Cyp2f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j6	215	200	186	172	143	164	173	188	224	220	264	286	308	330
Cyp2j8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cyp2j9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2s1	33	31	29	26	22	13	23	14	32	15	18	20	21	23
Cyp2t4	15	14	13	12	10	4	12	5	10	3	4	4	4	5
Cyp2u1	288	269	250	230	192	204	136	173	174	180	216	234	252	270
Cyp2w1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp39a1	183	171	159	146	122	158	243	103	143	122	146	159	171	183
Cyp3a11	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp3a13	5	4	4	4	3	5	1	0	0	0	0	0	0	0
Cyp3a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp3a57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp46a1	20	18	17	16	13	25	28	37	69	40	48	52	56	60
Cyp4a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12b	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Cyp4a14	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp4a29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a30b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a31	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp4a32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4b1	0	0	0	0	0	1	0	0	0	1	1	1	1	2
Cyp4b1-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f13	216	202	187	173	144	268	405	206	381	213	256	277	298	320
Cyp4f14	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp4f15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f16	930	868	806	744	620	657	837	847	1013	870	1044	1131	1218	1305
Cyp4f17	21	20	18	17	14	27	36	51	99	59	71	77	83	89
Cyp4f18	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cyp4f37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f40	0	0	0	0	0	18	12	1	3	0	0	0	0	0
Cyp4f41-ps	30	28	26	24	20	16	48	17	25	40	48	52	56	60
Cyp4v3	101	94	87	80	67	73	119	18	50	26	31	34	36	39
Cyp4x1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4x1os	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp51	14306	13352	12398	11444	9537	8560	11656	4555	4068	4206	5047	5468	5888	6309
Cyp7a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Cyp7b1	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cyp8b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyr61	14459	13495	12531	11567	9639	7700	5869	4318	3573	5022	6026	6529	7031	7533
Cys1	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Cysltr1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Cysltr2	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Cysrt1	18	17	16	14	12	11	11	5	1	0	0	0	0	0
Cystm1	2445	2282	2119	1956	1630	2125	2280	675	779	680	816	884	952	1020
Cyth1	947	883	820	757	631	638	685	564	659	574	689	746	804	861
Cyth2	5264	4913	4562	4211	3509	4247	5298	3807	4039	3623	4348	4710	5072	5435
Cyth3	3950	3686	3423	3160	2633	2530	2701	3434	4074	3722	4466	4839	5211	5583
Cyth4	63	59	55	50	42	40	25	35	65	26	31	34	36	39
Cytip	0	0	0	0	0	0	0	9	13	13	16	17	18	20
Cytl1	0	0	0	0	0	0	0	6	8	5	6	7	7	8
Cyyr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D10Jhu81e	1386	1294	1201	1109	924	1066	1147	1267	1251	1217	1460	1582	1704	1826
D10Wsu102e	5957	5559	5162	4765	3971	3007	3415	3246	3032	3489	4187	4536	4885	5234
D11Wsu47e	999	932	866	799	666	609	771	582	540	663	796	862	928	995
D14Ertd670e	0	0	0	0	0	1	1	0	0	0	0	0	0	0
D15Ertd621e	37581	35076	32570	30065	25054	21306	19397	20858	20974	23097	27716	30026	32336	34646
D16Ertd472e	1290	1204	1118	1032	860	792	811	1142	1447	1340	1608	1742	1876	2010
D16Ertd519e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Ertd648e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17H6S53E	636	594	551	509	424	444	478	607	606	642	770	835	899	963
D17H6S56E-5	76242	71159	66076	60994	50828	41096	29370	82703	84767	87007	104408	113109	121810	130511
D17Wsu92e	12180	11368	10556	9744	8120	8372	7824	9379	9923	9639	11567	12531	13495	14459
D19Bwg1357e	19424	18129	16834	15539	12949	9426	9020	6400	5732	6849	8219	8904	9589	10274
D1Ertd622e	3194	2981	2768	2555	2129	2039	2176	1614	1459	1751	2101	2276	2451	2627
D1Pas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D2Wsu81e	1656	1546	1435	1325	1104	1095	997	1396	1523	1425	1710	1853	1995	2138
D2hgdh	597	557	517	478	398	505	431	360	412	353	424	459	494	530
D3Ertd254e	1478	1379	1281	1182	985	967	807	1202	1260	1205	1446	1567	1687	1808
D3Ertd751e	485	452	420	388	323	264	319	400	482	405	486	527	567	608
D5Ertd577e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd579e	4781	4462	4143	3824	3187	3534	2965	3274	3508	3493	4192	4541	4890	5240
D5Ertd605e	536	500	464	428	357	213	333	719	670	633	760	823	886	950
D5Ertd615e	6	6	5	5	4	6	11	18	22	15	18	20	21	23
D6Ertd474e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6Ertd527e	0	0	0	0	0	13	11	8	3	18	22	23	25	27
D6Wsu163e	801	748	694	641	534	759	1587	458	773	712	854	926	997	1068
DQ267100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ267101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ267102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	3575	3336	3098	2860	2383	2460	2499	2311	2661	2608	3130	3390	3651	3912
Daam2	53	49	46	42	35	44	43	45	52	37	44	48	52	56
Dab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dab2	3152	2941	2731	2521	2101	1768	1970	4587	5789	4377	5252	5690	6128	6566
Dab2ip	5147	4803	4460	4117	3431	3979	3430	6319	6844	6164	7397	8013	8630	9246
Dach1	11	10	9	8	7	6	4	0	0	0	0	0	0	0
Dach2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dact1	12	11	10	10	8	6	4	16	21	10	12	13	14	15
Dact2	438	409	380	350	292	468	568	1159	1337	1021	1225	1327	1429	1532
Dact3	51	48	44	41	34	45	25	76	61	39	47	51	55	59
Dad1	3764	3513	3262	3011	2509	2400	2432	2367	2042	2262	2714	2941	3167	3393
Dag1	25059	23388	21718	20047	16706	18216	15785	15433	16843	16541	19849	21503	23157	24812
Dagla	3725	3476	3228	2980	2483	3428	2864	3135	3211	3306	3967	4298	4628	4959
Daglb	1646	1536	1426	1316	1097	1114	975	950	908	1005	1206	1307	1407	1508
Dalir	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalrd3	2525	2356	2188	2020	1683	1909	1968	1299	1466	1250	1500	1625	1750	1875
Dancr	593	553	514	474	395	487	404	368	338	257	308	334	360	386
Dand5	104	97	90	83	69	107	139	67	87	61	73	79	85	92
Dao	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap	17717	16535	15354	14173	11811	11022	13840	14051	12705	14144	16973	18387	19802	21216
Dap3	6491	6058	5625	5192	4327	4276	4902	4426	4559	4633	5560	6023	6486	6950
Dapk1	98	91	85	78	65	76	99	5	2	9	11	12	13	14
Dapk2	71	66	61	56	47	37	72	3	5	5	6	7	7	8
Dapk3	2036	1900	1764	1628	1357	1530	1623	1166	1227	1053	1264	1369	1474	1580
Dapl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapp1	942	879	816	754	628	702	939	399	448	439	527	571	615	659
Dars	10725	10010	9295	8580	7150	6789	7874	7187	7738	7275	8730	9458	10185	10913
Dars2	3252	3035	2818	2602	2168	2252	2243	2526	2890	2683	3220	3488	3756	4025
Daw1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daxx	2148	2005	1862	1718	1432	1413	1777	1272	1746	1390	1668	1807	1946	2085
Dazap1	13767	12849	11931	11014	9178	9677	9517	9377	8893	8608	10330	11190	12051	12912
Dazap2	10781	10062	9343	8624	7187	6758	8343	6212	5832	6368	7642	8278	8915	9552
Dazl	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbf4	12020	11218	10417	9616	8013	7220	7936	6171	6329	6970	8364	9061	9758	10455
Dbh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbhos	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbi	4157	3879	3602	3325	2771	3616	4201	3251	3051	3113	3736	4047	4358	4670
Dbil5	14	13	12	11	9	6	6	4	2	3	4	4	4	5
Dbn1	2976	2778	2579	2381	1984	2341	2695	919	968	848	1018	1102	1187	1272
Dbndd1	266	248	230	212	177	217	242	252	295	211	253	274	295	317
Dbndd2	1710	1596	1482	1368	1140	1358	1638	2208	2593	1899	2279	2469	2659	2849
Dbnl	10451	9754	9057	8360	6967	6838	7449	5522	4811	5148	6178	6692	7207	7722
Dbp	53	49	46	42	35	166	141	237	282	78	94	101	109	117
Dbpht2	0	0	0	0	0	0	0	0	0	3	4	4	4	5
Dbr1	2849	2659	2469	2279	1899	1493	1649	1366	1256	1495	1794	1944	2093	2243
Dbt	1277	1191	1106	1021	851	870	727	1449	1805	1599	1919	2079	2239	2399
Dbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbx2	0	0	0	0	0	0	0	1	1	5	6	7	7	8
Dcaf10	2847	2657	2467	2278	1898	1852	2270	2094	2114	2481	2977	3225	3473	3722
Dcaf11	1394	1301	1208	1115	929	933	1417	984	1119	936	1123	1217	1310	1404
Dcaf12	4877	4551	4226	3901	3251	3023	3258	4301	4067	4586	5503	5962	6420	6879
Dcaf12l1	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Dcaf12l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf13	7620	7112	6604	6096	5080	3899	4626	3318	3139	3453	4144	4489	4834	5180
Dcaf15	5837	5447	5058	4669	3891	4247	4285	3740	3616	3250	3900	4225	4550	4875
Dcaf17	1410	1316	1222	1128	940	1007	1094	994	1173	954	1145	1240	1336	1431
Dcaf4	1040	970	901	832	693	768	1060	885	1077	989	1187	1286	1385	1484
Dcaf5	2378	2219	2061	1902	1585	1680	1718	1965	2725	2206	2647	2868	3088	3309
Dcaf6	1215	1134	1053	972	810	1045	1135	1341	1974	1266	1519	1646	1772	1899
Dcaf7	13181	12302	11423	10544	8787	8295	7748	7859	8171	8292	9950	10780	11609	12438
Dcaf8	5045	4708	4372	4036	3363	3752	4355	5100	6185	5085	6102	6611	7119	7628
Dcakd	7892	7365	6839	6313	5261	4375	4542	4370	4163	4298	5158	5587	6017	6447
Dcbld1	1065	994	923	852	710	810	949	534	455	437	524	568	612	656
Dcbld2	17736	16554	15371	14189	11824	12827	11521	10065	9470	11665	13998	15165	16331	17498
Dcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2a	14	13	12	11	9	5	2	0	1	0	0	0	0	0
Dcdc2b	860	802	745	688	573	508	692	413	446	382	458	497	535	573
Dcdc2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dchs1	2	1	1	1	1	0	1	1	0	1	1	1	1	2
Dck	6491	6058	5625	5192	4327	3605	3753	3831	3687	3931	4717	5110	5503	5897
Dclk1	465	434	403	372	310	340	270	108	127	124	149	161	174	186
Dclk2	1185	1106	1027	948	790	884	868	850	1072	887	1064	1153	1242	1331
Dclk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1a	2957	2759	2562	2365	1971	1900	2079	1373	1651	1460	1752	1898	2044	2190
Dclre1b	1368	1277	1186	1094	912	792	789	609	624	616	739	801	862	924
Dclre1c	851	794	737	680	567	574	557	402	660	651	781	846	911	977
Dcn	9	8	8	7	6	2	3	10	1	3	4	4	4	5
Dcp1a	3248	3031	2815	2598	2165	1931	1799	2295	2476	2652	3182	3448	3713	3978
Dcp1b	180	168	156	144	120	134	174	275	430	228	274	296	319	342
Dcp2	3768	3517	3266	3014	2512	2384	1865	1565	1392	1657	1988	2154	2320	2486
Dcpp1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dcpp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	4377	4085	3793	3502	2918	3092	4156	4563	4562	3807	4568	4949	5330	5711
Dcst1	11	10	9	8	7	19	26	27	34	39	47	51	55	59
Dcstamp	5	4	4	4	3	0	5	0	0	0	0	0	0	0
Dct	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctd	5484	5118	4753	4387	3656	3851	3506	2475	2701	2262	2714	2941	3167	3393
Dctn1	10724	10009	9294	8579	7149	7555	7556	7856	9016	7814	9377	10158	10940	11721
Dctn2	6512	6077	5643	5209	4341	4731	6114	4285	4443	4038	4846	5249	5653	6057
Dctn3	2094	1954	1815	1675	1396	1638	2205	1977	1949	1783	2140	2318	2496	2675
Dctn4	4728	4413	4098	3782	3152	3000	4288	2691	3299	2859	3431	3717	4003	4289
Dctn5	2712	2531	2350	2170	1808	1876	2363	1694	1853	1715	2058	2230	2401	2573
Dctn6	2055	1918	1781	1644	1370	1231	1550	991	909	957	1148	1244	1340	1436
Dctpp1	3818	3563	3309	3054	2545	2438	2305	2452	1963	2003	2404	2604	2804	3005
Dcun1d1	5114	4773	4432	4091	3409	3135	3769	2774	2835	3081	3697	4005	4313	4622
Dcun1d2	1844	1721	1598	1475	1229	1145	1194	891	854	992	1190	1290	1389	1488
Dcun1d3	479	447	415	383	319	389	380	375	422	362	434	471	507	543
Dcun1d4	1229	1147	1065	983	819	729	838	331	381	467	560	607	654	701
Dcun1d5	7997	7463	6930	6397	5331	4635	5208	3929	3173	3560	4272	4628	4984	5340
Dcx	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Dcxr	180	168	156	144	120	154	189	179	186	143	172	186	200	215
Dda1	5853	5463	5073	4682	3902	4120	3826	3179	3019	2968	3562	3858	4155	4452
Ddah1	8693	8113	7534	6954	5795	4750	3482	2909	2809	2787	3344	3623	3902	4181
Ddah2	660	616	572	528	440	829	1077	1564	2033	1392	1670	1810	1949	2088
Ddb1	119682	111703	103724	95746	79788	69664	65015	51386	46572	52468	62962	68208	73455	78702
Ddb2	555	518	481	444	370	547	616	536	617	563	676	732	788	845
Ddc	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Ddhd1	1898	1771	1645	1518	1265	1296	1140	1354	1290	1550	1860	2015	2170	2325
Ddhd2	4230	3948	3666	3384	2820	3169	3511	2767	2999	2913	3496	3787	4078	4370
Ddi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddi2	1887	1761	1635	1510	1258	917	549	796	804	1009	1211	1312	1413	1514
Ddias	878	819	761	702	585	494	608	448	528	701	841	911	981	1052
Ddit3	333	311	289	266	222	405	3911	267	1599	379	455	493	531	569
Ddit4	2067	1929	1791	1654	1378	4532	10269	3449	4928	3120	3744	4056	4368	4680
Ddit4l	0	0	0	0	0	3	0	0	0	4	5	5	6	6
Ddn	0	0	0	0	0	3	8	0	16	26	31	34	36	39
Ddo	0	0	0	0	0	0	0	0	1	4	5	5	6	6
Ddost	18330	17108	15886	14664	12220	11684	13128	13357	13811	13851	16621	18006	19391	20777
Ddr1	4415	4120	3826	3532	2943	3640	3054	3701	4168	3266	3919	4246	4572	4899
Ddr2	10377	9685	8993	8302	6918	8153	8996	10423	15637	12894	15473	16762	18052	19341
Ddrgk1	1761	1644	1526	1409	1174	1677	2111	2689	2867	2435	2922	3166	3409	3653
Ddt	1118	1043	969	894	745	787	866	725	569	565	678	735	791	848
Ddx1	14387	13427	12468	11509	9591	8640	9609	11115	10559	10740	12888	13962	15036	16110
Ddx10	4506	4206	3905	3605	3004	2496	2561	2280	2367	2211	2653	2874	3095	3317
Ddx11	3489	3256	3024	2791	2326	2405	2223	2681	2897	2997	3596	3896	4196	4496
Ddx17	45081	42076	39070	36065	30054	44391	38936	33992	47720	36087	43304	46913	50522	54131
Ddx18	12488	11655	10823	9990	8325	6878	7840	6182	5527	6360	7632	8268	8904	9540
Ddx19a	6180	5768	5356	4944	4120	3361	3845	2598	2415	2614	3137	3398	3660	3921
Ddx19b	2874	2682	2491	2299	1916	1857	1677	1258	1378	1201	1441	1561	1681	1802
Ddx20	4829	4507	4185	3863	3219	2742	2823	2468	2662	2719	3263	3535	3807	4079
Ddx21	37916	35388	32860	30332	25277	17564	15186	13502	11973	14434	17321	18764	20208	21651
Ddx23	10739	10023	9307	8591	7159	7174	6038	6274	5939	5891	7069	7658	8247	8837
Ddx24	10178	9499	8821	8142	6785	5760	6058	5187	4889	5070	6084	6591	7098	7605
Ddx25	0	0	0	0	0	2	0	0	0	2	2	3	3	3
Ddx26b	402	375	348	322	268	352	441	376	496	397	476	516	556	596
Ddx27	10662	9951	9240	8530	7108	6490	6556	6713	6978	6812	8174	8856	9537	10218
Ddx28	1929	1800	1672	1543	1286	1275	1611	712	745	771	925	1002	1079	1157
Ddx31	2819	2631	2443	2255	1879	1534	1471	1274	1262	1393	1672	1811	1950	2090
Ddx39	19928	18599	17271	15942	13285	11807	12373	7315	6201	6884	8261	8949	9638	10326
Ddx39b	17097	15957	14817	13678	11398	10601	9554	11451	11288	10536	12643	13697	14750	15804
